country_name,country_code,indicator_name,indicator_code,value,year
"Iran, Islamic Rep.",IRN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,86924733.5051245,2016
Isle of Man,IMN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,55714.2634019752,2015
Italy,ITA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,28636.7971844091,2019
St. Kitts and Nevis,KNA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,39749.9467353619,2016
Montenegro,MNE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4557.97794933011,2017
China,CHN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,53387.6234859573,2016
Uzbekistan,UZB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3536807.41760681,2016
Antigua and Barbuda,ATG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,32161.3620332172,2015
Singapore,SGP,GDP per capita (constant LCU),NY.GDP.PCAP.KN,83675.6004423734,2018
Guam,GUM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,32059.9556387586,2015
Slovenia,SVN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,20332.3993364267,2017
Timor-Leste,TLS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1351.65867293043,2016
Equatorial Guinea,GNQ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4548655.14182051,2017
Fiji,FJI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,12007.0385739472,2019
Albania,ALB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,541581.745631168,2019
American Samoa,ASM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,11646.2409517666,2015
Grenada,GRD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,20576.919309638,2016
Panama,PAN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10008.5159400346,2018
Kazakhstan,KAZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,753477.602643474,2017
St. Lucia,LCA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,28191.8459631768,2015
"Congo, Dem. Rep.",COD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,144273.629284624,2018
Poland,POL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,52485.9764881893,2019
Puerto Rico,PRI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2990.51818990799,2019
Tonga,TON,GDP per capita (constant LCU),NY.GDP.PCAP.KN,9739.09604184589,2016
Lao PDR,LAO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,15096502.6218024,2015
Turks and Caicos Islands,TCA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,26091.083902175,2016
Uruguay,URY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,206008.560650176,2018
Samoa,WSM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10075.7247743843,2018
Seychelles,SYC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,89104.6832916125,2016
"Yemen, Rep.",YEM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,9909.05350988526,2015
Spain,ESP,GDP per capita (constant LCU),NY.GDP.PCAP.KN,23884.6381368306,2016
Croatia,HRV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,84215.4014397993,2016
Kyrgyz Republic,KGZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,47984.4820712781,2016
Puerto Rico,PRI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2992.42192967213,2016
Timor-Leste,TLS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1233.28827450448,2018
France,FRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,33035.1477796448,2015
Austria,AUT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,40189.0343091897,2016
West Bank and Gaza,PSE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3272.15432360708,2015
Madagascar,MDG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,825564.443376317,2019
Slovenia,SVN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,21673.6002751029,2019
North Macedonia,MKD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,203550.858738977,2015
Kyrgyz Republic,KGZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,50140.9727037082,2018
Trinidad and Tobago,TTO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,111834.649200615,2019
Turkmenistan,TKM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,9906.95606562263,2018
Ireland,IRL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,61300.6220841754,2017
Italy,ITA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,28160.3101351281,2017
Barbados,BRB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,32199.6568243184,2019
St. Vincent and the Grenadines,VCT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,16082.4600992152,2016
Comoros,COM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,478960.321370753,2016
Bhutan,BTN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,94027.5484476315,2019
Peru,PER,GDP per capita (constant LCU),NY.GDP.PCAP.KN,16713.8929395545,2018
Peru,PER,GDP per capita (constant LCU),NY.GDP.PCAP.KN,16799.5505937736,2019
Togo,TGO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,286284.690370495,2017
Togo,TGO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,281217.509779024,2016
Chile,CHL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,8018025.4417365,2016
Chile,CHL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,7988300.65370133,2015
India,IND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,106599.544421171,2019
India,IND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,103365.71468771,2018
India,IND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,98420.5979894048,2017
Kenya,KEN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,89749.9979739742,2017
Kenya,KEN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,84837.9829031652,2015
Kenya,KEN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,96041.9997172365,2019
Kenya,KEN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,87676.875732671,2016
Kenya,KEN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,93245.6281505987,2018
Brazil,BRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,19491.4252603268,2018
Brazil,BRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,19565.3648586476,2019
Jordan,JOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2960.43259968534,2018
Jordan,JOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2996.78454269907,2015
Jordan,JOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2956.7796413031,2017
Jordan,JOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2974.79369682245,2019
Mexico,MEX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,143896.484549324,2016
Mexico,MEX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,146762.246321816,2018
Sweden,SWE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,447688.303082032,2019
Sweden,SWE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,438239.418487295,2016
Turkey,TUR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,21333.1170069516,2018
Bolivia,BOL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4278.33793925396,2019
Bolivia,BOL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4244.52809299842,2018
Bolivia,BOL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4022.39469975235,2016
Ecuador,ECU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4138.97340698812,2019
Ecuador,ECU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4206.80257383992,2018
Ecuador,ECU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4328.55850165494,2015
Ecuador,ECU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4203.11579902269,2016
Morocco,MAR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,26320.6784519217,2017
Morocco,MAR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,27042.4356386607,2019
Morocco,MAR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,25583.2846979444,2016
Tunisia,TUN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6305.34120801524,2019
Tunisia,TUN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6217.19984085284,2017
Tunisia,TUN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6167.06608411183,2015
Tunisia,TUN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6170.14624804471,2016
Tunisia,TUN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6310.13512602112,2018
Cameroon,CMR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,651909.038281243,2019
Cameroon,CMR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,644977.787166721,2018
Colombia,COL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,16933516.5266094,2015
Colombia,COL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,17024302.9194695,2017
Honduras,HND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,21960.0291143941,2017
Honduras,HND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,22615.3451677217,2019
Malaysia,MYS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,43224.7356803358,2018
Malaysia,MYS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,44490.2687114217,2019
Malaysia,MYS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,41818.6095186926,2017
Paraguay,PRY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,28511558.7599766,2016
Paraguay,PRY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,29535301.4142001,2017
Thailand,THA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,156911.837376095,2019
Guatemala,GTM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,29366.6035283734,2016
Guatemala,GTM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,29078.9066575519,2015
Indonesia,IDN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,38949650.7059322,2018
Indonesia,IDN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,37457329.300785,2017
Sri Lanka,LKA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,446174.42255653,2018
Sri Lanka,LKA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,412390.713481164,2015
Sri Lanka,LKA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,453578.812865202,2019
Bangladesh,BGD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,55930.4932479944,2016
Bangladesh,BGD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,52789.0668532251,2015
Costa Rica,CRI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5289095.06110396,2015
Costa Rica,CRI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5608332.68547546,2017
Costa Rica,CRI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5455665.82200274,2016
El Salvador,SLV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3941.87976762568,2019
El Salvador,SLV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3869.82879242655,2018
El Salvador,SLV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3657.57098200763,2015
El Salvador,SLV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3732.4081601059,2016
"Korea, Rep.",KOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,33325917.9430246,2016
"Korea, Rep.",KOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,35111870.2124977,2018
"Korea, Rep.",KOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,35756928.1135014,2019
Philippines,PHL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,163311.25832607,2017
Philippines,PHL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,146806.736922544,2015
Philippines,PHL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,171259.832131295,2018
South Africa,ZAF,GDP per capita (constant LCU),NY.GDP.PCAP.KN,54736.1107721762,2017
South Africa,ZAF,GDP per capita (constant LCU),NY.GDP.PCAP.KN,55324.7516667775,2015
South Africa,ZAF,GDP per capita (constant LCU),NY.GDP.PCAP.KN,54737.8289674903,2016
"Egypt, Arab Rep.",EGY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,35979.9533801419,2017
Dominican Republic,DOM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,203613.48956765,2015
Dominican Republic,DOM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,222303.053493017,2017
Tajikistan,TJK,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,47.8670483678806,2017
IDA blend,IDB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,30.5845880447545,2016
Greenland,GRL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.7504132276044,2016
Luxembourg,LUX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.8082179296171,2015
Sierra Leone,SLE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,9.53396976319867,2016
Netherlands,NLD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.9543236039856,2015
Cambodia,KHM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,24.6496989047878,2015
Belarus,BLR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,94.4974324499365,2016
Latvia,LVA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,94.7796805288915,2015
Austria,AUT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.9078075069934,2016
Northern Mariana Islands,MNP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,89.4338201263089,2015
Puerto Rico,PRI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.5099756029572,2015
Iceland,ISL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.9999994306847,2017
Ireland,IRL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.3114643530356,2016
Belgium,BEL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.5231843254345,2016
Bhutan,BTN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,36.1631110705627,2017
Cote d'Ivoire,CIV,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,36.2360745326889,2015
Liechtenstein,LIE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100.0,2017
Ukraine,UKR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,92.0068567305055,2017
Italy,ITA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,95.0393856211047,2016
Singapore,SGP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100.0,2015
Luxembourg,LUX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.7651683364234,2016
United Kingdom,GBR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.9887762846638,2015
Malta,MLT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.9999991079152,2015
Spain,ESP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.4414891975907,2017
Montenegro,MNE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.0479227250466,2016
"Congo, Rep.",COG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,45.354813073232,2017
Luxembourg,LUX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.7246762192681,2017
"Korea, Dem. People’s Rep.",PRK,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,66.7906723504612,2016
Europe & Central Asia (IDA & IBRD countries),TEC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,80.3976126629922,2017
Finland,FIN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.6306260858803,2015
Nigeria,NGA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,20.1325604830331,2017
Post-demographic dividend,PST,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.0923725599518,2016
Bhutan,BTN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,35.9973189576214,2016
Greece,GRC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100.0,2017
"Korea, Dem. People’s Rep.",PRK,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,66.9601923568061,2015
Turkmenistan,TKM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,91.7130974974484,2015
Grenada,GRD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,87.1152683516591,2016
Montenegro,MNE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,92.4989512500126,2015
New Caledonia,NCL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.660852173958,2017
Nicaragua,NIC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,51.6005110394356,2017
Gibraltar,GIB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100.0,2017
Greece,GRC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.999997816999,2016
Cambodia,KHM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,25.2451426949273,2016
Oman,OMN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,90.0799974768021,2016
Greenland,GRL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.7532190099231,2015
Canada,CAN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.8608540486569,2017
Kyrgyz Republic,KGZ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,68.2233199904003,2017
High income,HIC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.7290118335234,2017
IDA blend,IDB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,30.6108689530335,2015
Oman,OMN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,89.8683996823238,2015
Samoa,WSM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,58.8211063788758,2017
Channel Islands,CHI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,91.975,2016
Croatia,HRV,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,90.4526045134902,2015
North Macedonia,MKD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,82.2074817609735,2016
Bosnia and Herzegovina,BIH,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,88.8251276085221,2015
European Union,EUU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.1944119971635,2017
Vanuatu,VUT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,44.1303256181251,2017
Canada,CAN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.7662217178808,2015
Nigeria,NGA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,19.6686747698406,2015
North America,NAC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.0336415252808,2017
Europe & Central Asia,ECS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,91.7577503059111,2017
American Samoa,ASM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,12.5750831030386,2017
Monaco,MCO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100.0,2015
Lithuania,LTU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,91.157812354636,2015
"Macao SAR, China",MAC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.642392156863,2015
Europe & Central Asia (excluding high income),ECA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,77.7053153023536,2016
Russian Federation,RUS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,75.9210530562381,2016
Serbia,SRB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,74.729544804735,2017
Czech Republic,CZE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.8809979956058,2016
Euro area,EMU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.0700366122697,2017
Estonia,EST,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.3329932232526,2017
Latin America & Caribbean,LCN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,74.1695305934845,2016
Israel,ISR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.4350402403694,2016
Turkmenistan,TKM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.9039915635385,2017
Nigeria,NGA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,19.9035417358229,2016
Italy,ITA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,95.0396145561267,2017
Montenegro,MNE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.5969206868004,2017
Denmark,DNK,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.7359369825465,2016
Hungary,HUN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,83.9696343908839,2015
Bulgaria,BGR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.9673381433233,2016
Ireland,IRL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.2998391416571,2015
Oman,OMN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,90.2750384054769,2017
Tajikistan,TJK,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,47.6856786173172,2016
"Hong Kong SAR, China",HKG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100.0,2016
France,FRA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.8537600127626,2017
Slovak Republic,SVK,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.554497206704,2015
Uganda,UGA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,6.83272692343049,2015
Albania,ALB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,69.9843294767126,2016
Uzbekistan,UZB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,58.8588351796546,2015
Guam,GUM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.5411734842493,2017
Switzerland,CHE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,95.4554054054054,2016
Serbia,SRB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,74.7077384569753,2015
Grenada,GRD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,87.1152683516591,2017
Poland,POL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.1560687269083,2017
Slovenia,SVN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.0529725389672,2017
Kuwait,KWT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100.0,2016
Channel Islands,CHI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,91.975,2015
Czech Republic,CZE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.8813119507766,2017
Greece,GRC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100.000002176368,2015
Czech Republic,CZE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.8807221781346,2015
Vanuatu,VUT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,43.5166967336493,2015
Guam,GUM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.5411734842493,2015
Iraq,IRQ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,58.8333265989116,2017
Azerbaijan,AZE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,73.5643314527719,2017
Bahrain,BHR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.9832621252058,2017
"Korea, Rep.",KOR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.9928962529657,2015
Europe & Central Asia,ECS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,91.6469919101352,2016
Andorra,AND,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,90.6400022160392,2015
Ireland,IRL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.3228242792175,2017
Slovenia,SVN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.8457365327488,2016
Kazakhstan,KAZ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,89.5122514261683,2017
Poland,POL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.5968335777372,2016
Lower middle income,LMC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,52.0644180502522,2015
Iraq,IRQ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,58.3170402421069,2016
Qatar,QAT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.242388403225,2016
Cyprus,CYP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.6132861489321,2017
United States,USA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.9963099760288,2016
Portugal,PRT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,95.3119078396189,2017
Central Europe and the Baltics,CEB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.4557816371064,2016
Ethiopia,ETH,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,11.4447731632854,2017
Armenia,ARM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,79.4349773688178,2015
Nepal,NPL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,27.0581954751096,2016
Sub-Saharan Africa,SSF,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,27.2767023579234,2017
OECD members,OED,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,91.803671945716,2015
Northern Mariana Islands,MNP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,89.8474226804124,2016
Moldova,MDA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,72.3029983979995,2015
Low income,LIC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,25.8206986502229,2016
New Zealand,NZL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.2139393939397,2015
Germany,DEU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.8,2017
Spain,ESP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.4607849087082,2016
Romania,ROU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,81.9158094955324,2017
Nicaragua,NIC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,51.4265789718486,2015
Norway,NOR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.5217506631299,2015
World,WLD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,70.1035572231587,2016
Kuwait,KWT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100.0,2015
Bhutan,BTN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,35.7239651490472,2015
Samoa,WSM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,58.6886413324073,2015
IDA blend,IDB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,30.5553974681607,2017
Latin America & Caribbean,LCN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,73.9971472757409,2015
Japan,JPN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.453707486669,2017
Kazakhstan,KAZ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,85.5208885174554,2015
High income,HIC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.5942315448719,2015
